1644516033203	PolyGesture	ExperimentStarted	Raffaele
1644516094924	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644516094927	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1644516094931	PolyGesture	InputEvent	SelectionChanged 513 513

1644516094945	PolyGesture	InputEvent	FocusChanged true 130 null

1644516094968	PolyGesture	InputEvent	WindowFocusChanged true

1644516094977	PolyGesture	InputEvent	BeginBatchEdit

1644516094977	PolyGesture	InputEvent	BeginBatchEdit

1644516096327	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=748.0, y[0]=168.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90290449, downTime=90290449, deviceId=6, source=0x1002, displayId=0 }
1644516096437	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=748.0, y[0]=168.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90290566, downTime=90290449, deviceId=6, source=0x1002, displayId=0 }
1644516096446	PolyGesture	InputEvent	SelectionChanged 83 83

1644516096475	PolyGesture	InputEvent	BeginBatchEdit

1644516096510	PolyGesture	InputEvent	BeginBatchEdit

1644516096511	PolyGesture	InputEvent	BeginBatchEdit

1644516096511	PolyGesture	InputEvent	BeginBatchEdit

1644516096521	PolyGesture	InputEvent	BeginBatchEdit

1644516096554	PolyGesture	InputEvent	BeginBatchEdit

1644516096577	PolyGesture	InputEvent	BeginBatchEdit

1644516096609	PolyGesture	InputEvent	BeginBatchEdit

1644516096610	PolyGesture	InputEvent	BeginBatchEdit

1644516096611	PolyGesture	InputEvent	BeginBatchEdit

1644516096632	PolyGesture	InputEvent	BeginBatchEdit

1644516096805	PolyGesture	InputEvent	BeginBatchEdit

1644516096807	PolyGesture	InputEvent	BeginBatchEdit

1644516098060	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=803.0, y[0]=161.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90292183, downTime=90292183, deviceId=6, source=0x1002, displayId=0 }
1644516098154	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=803.0, y[0]=161.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90292285, downTime=90292183, deviceId=6, source=0x1002, displayId=0 }
1644516098169	PolyGesture	InputEvent	SelectionChanged 86 86

1644516098202	PolyGesture	InputEvent	BeginBatchEdit

1644516098222	PolyGesture	InputEvent	BeginBatchEdit

1644516098252	PolyGesture	InputEvent	TouchEvent (cursorPosition=86): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=803.0, y[0]=162.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90292379, downTime=90292379, deviceId=6, source=0x1002, displayId=0 }
1644516098270	PolyGesture	InputEvent	SelectionChanged 84 87

1644516098285	PolyGesture	InputEvent	BeginBatchEdit

1644516098287	PolyGesture	InputEvent	BeginBatchEdit

1644516098323	PolyGesture	InputEvent	TouchEvent (cursorPosition=84): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=803.0, y[0]=162.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90292455, downTime=90292379, deviceId=6, source=0x1002, displayId=0 }
1644516098517	PolyGesture	InputEvent	BeginBatchEdit

1644516098518	PolyGesture	InputEvent	BeginBatchEdit

1644516098554	PolyGesture	InputEvent	BeginBatchEdit

1644516099224	PolyGesture	InputEvent	SelectionChanged 83 87

1644516099248	PolyGesture	InputEvent	BeginBatchEdit

1644516099259	PolyGesture	InputEvent	BeginBatchEdit

1644516099460	PolyGesture	InputEvent	BeginBatchEdit

1644516100851	PolyGesture	InputEvent	BeginBatchEdit

1644516100858	PolyGesture	InputEvent	SelectionChanged 0 0

1644516100860	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 509 509

1644516100865	PolyGesture	InputEvent	SelectionChanged 83 83

1644516100866	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 83 4 0

1644516100870	PolyGesture	InputEvent	SelectionChanged 83 83

1644516100882	PolyGesture	InputEvent	BeginBatchEdit

1644516100883	PolyGesture	InputEvent	BeginBatchEdit

1644516100884	PolyGesture	InputEvent	BeginBatchEdit

1644516100885	PolyGesture	InputEvent	BeginBatchEdit

1644516100900	PolyGesture	InputEvent	BeginBatchEdit

1644516100900	PolyGesture	InputEvent	BeginBatchEdit

1644516100901	PolyGesture	InputEvent	BeginBatchEdit

1644516100901	PolyGesture	InputEvent	BeginBatchEdit

1644516100911	PolyGesture	InputEvent	BeginBatchEdit

1644516100911	PolyGesture	InputEvent	BeginBatchEdit

1644516100912	PolyGesture	InputEvent	BeginBatchEdit

1644516100913	PolyGesture	InputEvent	BeginBatchEdit

1644516100914	PolyGesture	InputEvent	BeginBatchEdit

1644516100914	PolyGesture	InputEvent	BeginBatchEdit

1644516100915	PolyGesture	InputEvent	BeginBatchEdit

1644516100915	PolyGesture	InputEvent	BeginBatchEdit

1644516100937	PolyGesture	InputEvent	BeginBatchEdit

1644516100938	PolyGesture	InputEvent	BeginBatchEdit

1644516100956	PolyGesture	InputEvent	BeginBatchEdit

1644516100957	PolyGesture	InputEvent	BeginBatchEdit

1644516101140	PolyGesture	InputEvent	BeginBatchEdit

1644516101142	PolyGesture	InputEvent	BeginBatchEdit

1644516101397	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=644.0, y[0]=159.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90295520, downTime=90295520, deviceId=6, source=0x1002, displayId=0 }
1644516101485	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=644.0, y[0]=159.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90295616, downTime=90295520, deviceId=6, source=0x1002, displayId=0 }
1644516101496	PolyGesture	InputEvent	SelectionChanged 78 78

1644516101522	PolyGesture	InputEvent	BeginBatchEdit

1644516101554	PolyGesture	InputEvent	BeginBatchEdit

1644516101750	PolyGesture	InputEvent	BeginBatchEdit

1644516101752	PolyGesture	InputEvent	BeginBatchEdit

1644516101775	PolyGesture	InputEvent	BeginBatchEdit

1644516103242	PolyGesture	InputEvent	BeginBatchEdit

1644516103249	PolyGesture	InputEvent	SelectionChanged 0 0

1644516103251	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644516103256	PolyGesture	InputEvent	SelectionChanged 82 82

1644516103257	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 78 0 4

1644516103262	PolyGesture	InputEvent	SelectionChanged 82 82

1644516103274	PolyGesture	InputEvent	BeginBatchEdit

1644516103276	PolyGesture	InputEvent	BeginBatchEdit

1644516103278	PolyGesture	InputEvent	BeginBatchEdit

1644516103279	PolyGesture	InputEvent	BeginBatchEdit

1644516103293	PolyGesture	InputEvent	BeginBatchEdit

1644516103294	PolyGesture	InputEvent	BeginBatchEdit

1644516103294	PolyGesture	InputEvent	BeginBatchEdit

1644516103295	PolyGesture	InputEvent	BeginBatchEdit

1644516103305	PolyGesture	InputEvent	BeginBatchEdit

1644516103305	PolyGesture	InputEvent	BeginBatchEdit

1644516103306	PolyGesture	InputEvent	BeginBatchEdit

1644516103309	PolyGesture	InputEvent	BeginBatchEdit

1644516103312	PolyGesture	InputEvent	BeginBatchEdit

1644516103313	PolyGesture	InputEvent	BeginBatchEdit

1644516103314	PolyGesture	InputEvent	BeginBatchEdit

1644516103314	PolyGesture	InputEvent	BeginBatchEdit

1644516103328	PolyGesture	InputEvent	BeginBatchEdit

1644516103329	PolyGesture	InputEvent	BeginBatchEdit

1644516103339	PolyGesture	InputEvent	BeginBatchEdit

1644516103340	PolyGesture	InputEvent	BeginBatchEdit

1644516103532	PolyGesture	InputEvent	BeginBatchEdit

1644516103534	PolyGesture	InputEvent	BeginBatchEdit

1644516104502	PolyGesture	InputEvent	TouchEvent (cursorPosition=82): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=328.0, y[0]=378.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90298624, downTime=90298624, deviceId=6, source=0x1002, displayId=0 }
1644516104618	PolyGesture	InputEvent	TouchEvent (cursorPosition=82): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=328.0, y[0]=378.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90298749, downTime=90298624, deviceId=6, source=0x1002, displayId=0 }
1644516104630	PolyGesture	InputEvent	SelectionChanged 246 246

1644516104647	PolyGesture	InputEvent	BeginBatchEdit

1644516104681	PolyGesture	InputEvent	TouchEvent (cursorPosition=246): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=329.0, y[0]=378.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90298811, downTime=90298811, deviceId=6, source=0x1002, displayId=0 }
1644516104694	PolyGesture	InputEvent	SelectionChanged 243 250

1644516104708	PolyGesture	InputEvent	BeginBatchEdit

1644516104708	PolyGesture	InputEvent	BeginBatchEdit

1644516104710	PolyGesture	InputEvent	BeginBatchEdit

1644516104778	PolyGesture	InputEvent	TouchEvent (cursorPosition=243): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=329.0, y[0]=378.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90298909, downTime=90298811, deviceId=6, source=0x1002, displayId=0 }
1644516104966	PolyGesture	InputEvent	BeginBatchEdit

1644516104968	PolyGesture	InputEvent	BeginBatchEdit

1644516104997	PolyGesture	InputEvent	BeginBatchEdit

1644516105638	PolyGesture	InputEvent	SelectionChanged 242 250

1644516105659	PolyGesture	InputEvent	BeginBatchEdit

1644516105671	PolyGesture	InputEvent	BeginBatchEdit

1644516105874	PolyGesture	InputEvent	BeginBatchEdit

1644516106572	PolyGesture	InputEvent	BeginBatchEdit

1644516106576	PolyGesture	InputEvent	SelectionChanged 0 0

1644516106577	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 505 505

1644516106581	PolyGesture	InputEvent	SelectionChanged 242 242

1644516106582	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 242 8 0

1644516106586	PolyGesture	InputEvent	SelectionChanged 242 242

1644516106600	PolyGesture	InputEvent	BeginBatchEdit

1644516106602	PolyGesture	InputEvent	BeginBatchEdit

1644516106604	PolyGesture	InputEvent	BeginBatchEdit

1644516106605	PolyGesture	InputEvent	BeginBatchEdit

1644516106611	PolyGesture	InputEvent	BeginBatchEdit

1644516106615	PolyGesture	InputEvent	BeginBatchEdit

1644516106616	PolyGesture	InputEvent	BeginBatchEdit

1644516106618	PolyGesture	InputEvent	BeginBatchEdit

1644516106819	PolyGesture	InputEvent	BeginBatchEdit

1644516107849	PolyGesture	InputEvent	TouchEvent (cursorPosition=242): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=876.0, y[0]=266.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90301972, downTime=90301972, deviceId=6, source=0x1002, displayId=0 }
1644516107963	PolyGesture	InputEvent	TouchEvent (cursorPosition=242): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=876.0, y[0]=266.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90302095, downTime=90301972, deviceId=6, source=0x1002, displayId=0 }
1644516107978	PolyGesture	InputEvent	SelectionChanged 182 182

1644516108008	PolyGesture	InputEvent	BeginBatchEdit

1644516108042	PolyGesture	InputEvent	BeginBatchEdit

1644516108254	PolyGesture	InputEvent	BeginBatchEdit

1644516108255	PolyGesture	InputEvent	BeginBatchEdit

1644516108275	PolyGesture	InputEvent	BeginBatchEdit

1644516108868	PolyGesture	InputEvent	SelectionChanged 181 181

1644516108888	PolyGesture	InputEvent	BeginBatchEdit
