1647345523803	PolyGesture	ExperimentStarted	Raffaele bis
1647345672160	PolyGesture	InputEvent	TouchEvent (cursorPosition=372): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=811.0, y[0]=354.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427340367, downTime=427340367, deviceId=6, source=0x1002, displayId=0 }
1647345672233	PolyGesture	InputEvent	TouchEvent (cursorPosition=372): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=811.0, y[0]=354.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427340449, downTime=427340367, deviceId=6, source=0x1002, displayId=0 }
1647345672250	PolyGesture	InputEvent	SelectionChanged 375 375

1647345672271	PolyGesture	InputEvent	BeginBatchEdit

1647345672304	PolyGesture	InputEvent	BeginBatchEdit

1647345672496	PolyGesture	InputEvent	BeginBatchEdit

1647345672913	PolyGesture	InputEvent	TouchEvent (cursorPosition=375): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=800.0, y[0]=367.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427341120, downTime=427341120, deviceId=6, source=0x1002, displayId=0 }
1647345672985	PolyGesture	InputEvent	TouchEvent (cursorPosition=375): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=800.0, y[0]=367.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427341201, downTime=427341120, deviceId=6, source=0x1002, displayId=0 }
1647345673004	PolyGesture	InputEvent	SelectionChanged 374 374

1647345673029	PolyGesture	InputEvent	BeginBatchEdit

1647345673068	PolyGesture	InputEvent	BeginBatchEdit

1647345673276	PolyGesture	InputEvent	BeginBatchEdit

1647345675385	PolyGesture	InputEvent	BeginBatchEdit

1647345675390	PolyGesture	InputEvent	SelectionChanged 0 0

1647345675392	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to  be when he was pointed out, or stared at, or talked about. He wastired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 515 515

1647345675399	PolyGesture	InputEvent	SelectionChanged 377 377

1647345675400	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to  be when he was pointed out, or stared at, or talked about. He wastired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 374 0 3

1647345675403	PolyGesture	InputEvent	SelectionChanged 377 377

1647345675417	PolyGesture	InputEvent	BeginBatchEdit

1647345675421	PolyGesture	InputEvent	BeginBatchEdit

1647345675424	PolyGesture	InputEvent	BeginBatchEdit

1647345675424	PolyGesture	InputEvent	BeginBatchEdit

1647345675432	PolyGesture	InputEvent	BeginBatchEdit

1647345675435	PolyGesture	InputEvent	BeginBatchEdit

1647345675435	PolyGesture	InputEvent	BeginBatchEdit

1647345675437	PolyGesture	InputEvent	BeginBatchEdit

1647345675640	PolyGesture	InputEvent	BeginBatchEdit

1647345677593	PolyGesture	InputEvent	BeginBatchEdit

1647345677602	PolyGesture	InputEvent	SelectionChanged 0 0

1647345677605	PolyGesture	TaskCompleted	Sposta parola (taglia - incolla) in 83"038 seconds (at 427345821, effective time: 80"321)

***************************************


1647345677616	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to  be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 516 516

1647345677623	PolyGesture	InputEvent	SelectionChanged 378 378

1647345677624	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to  be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 377 0 1

1647345677629	PolyGesture	InputEvent	SelectionChanged 378 378

1647345677640	PolyGesture	InputEvent	BeginBatchEdit

1647345677681	PolyGesture	InputEvent	BeginBatchEdit

1647345677682	PolyGesture	InputEvent	BeginBatchEdit

1647345677682	PolyGesture	InputEvent	BeginBatchEdit

1647345677686	PolyGesture	InputEvent	BeginBatchEdit

1647345677688	PolyGesture	InputEvent	BeginBatchEdit

1647345677690	PolyGesture	InputEvent	BeginBatchEdit

1647345677891	PolyGesture	InputEvent	BeginBatchEdit

1647345679822	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=427348031, downTime=427348031, deviceId=-1, source=0x101, displayId=0 }

1647345679825	PolyGesture	InputEvent	BeginBatchEdit

1647345679884	PolyGesture	InputEvent	WindowFocusChanged false

1647345679896	PolyGesture	InputEvent	BeginBatchEdit

1647345679896	PolyGesture	InputEvent	BeginBatchEdit

1647345681858	PolyGesture	InputEvent	SelectionChanged 0 0

1647345681858	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647345681862	PolyGesture	InputEvent	SelectionChanged 0 0

1647345681863	PolyGesture	InputEvent	SelectionChanged 0 0

1647345681863	PolyGesture	TaskStarted	Sposta frase

1647345681863	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647345681866	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1647345681869	PolyGesture	InputEvent	SelectionChanged 513 513

1647345681888	PolyGesture	InputEvent	FocusChanged true 130 null

1647345681910	PolyGesture	InputEvent	WindowFocusChanged true

1647345681916	PolyGesture	InputEvent	BeginBatchEdit

1647345681918	PolyGesture	InputEvent	BeginBatchEdit

1647345687495	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=150.0, y[0]=280.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427355709, downTime=427355709, deviceId=6, source=0x1002, displayId=0 }
1647345687726	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=150.0, y[0]=280.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427355942, downTime=427355709, deviceId=6, source=0x1002, displayId=0 }
1647345687734	PolyGesture	InputEvent	SelectionChanged 213 213

1647345687754	PolyGesture	InputEvent	BeginBatchEdit

1647345687788	PolyGesture	InputEvent	BeginBatchEdit

1647345687789	PolyGesture	InputEvent	BeginBatchEdit

1647345687796	PolyGesture	InputEvent	BeginBatchEdit

1647345687812	PolyGesture	InputEvent	BeginBatchEdit

1647345688013	PolyGesture	InputEvent	BeginBatchEdit

1647345689915	PolyGesture	InputEvent	TouchEvent (cursorPosition=213): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=148.0, y[0]=280.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427358130, downTime=427358130, deviceId=6, source=0x1002, displayId=0 }
1647345690233	PolyGesture	InputEvent	SelectionChanged 211 213

1647345690249	PolyGesture	InputEvent	BeginBatchEdit

1647345690253	PolyGesture	InputEvent	BeginBatchEdit

1647345690345	PolyGesture	InputEvent	TouchEvent (cursorPosition=211): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=148.0, y[0]=280.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427358561, downTime=427358130, deviceId=6, source=0x1002, displayId=0 }
1647345690537	PolyGesture	InputEvent	BeginBatchEdit

1647345691241	PolyGesture	InputEvent	SelectionChanged 211 214

1647345691268	PolyGesture	InputEvent	BeginBatchEdit

1647345691269	PolyGesture	InputEvent	SelectionChanged 211 215

1647345691298	PolyGesture	InputEvent	SelectionChanged 211 216

1647345691309	PolyGesture	InputEvent	BeginBatchEdit

1647345691314	PolyGesture	InputEvent	BeginBatchEdit

1647345691319	PolyGesture	InputEvent	BeginBatchEdit

1647345691521	PolyGesture	InputEvent	BeginBatchEdit

1647345691641	PolyGesture	InputEvent	SelectionChanged 211 217

1647345691658	PolyGesture	InputEvent	BeginBatchEdit

1647345691670	PolyGesture	InputEvent	BeginBatchEdit

1647345691774	PolyGesture	InputEvent	SelectionChanged 211 218

1647345691789	PolyGesture	InputEvent	BeginBatchEdit

1647345691798	PolyGesture	InputEvent	BeginBatchEdit

1647345692000	PolyGesture	InputEvent	BeginBatchEdit

1647345694018	PolyGesture	InputEvent	BeginBatchEdit

1647345694027	PolyGesture	InputEvent	SelectionChanged 0 0

1647345694030	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He  heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 506 506

1647345694037	PolyGesture	InputEvent	SelectionChanged 211 211

1647345694039	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He  heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 211 7 0

1647345694042	PolyGesture	InputEvent	SelectionChanged 211 211

1647345694057	PolyGesture	InputEvent	BeginBatchEdit

1647345694060	PolyGesture	InputEvent	BeginBatchEdit

1647345694063	PolyGesture	InputEvent	BeginBatchEdit

1647345694063	PolyGesture	InputEvent	BeginBatchEdit

1647345694069	PolyGesture	InputEvent	BeginBatchEdit

1647345694073	PolyGesture	InputEvent	BeginBatchEdit

1647345694073	PolyGesture	InputEvent	BeginBatchEdit

1647345694076	PolyGesture	InputEvent	BeginBatchEdit

1647345694277	PolyGesture	InputEvent	BeginBatchEdit

1647345695244	PolyGesture	InputEvent	TouchEvent (cursorPosition=211): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=311.0, y[0]=257.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427363450, downTime=427363450, deviceId=6, source=0x1002, displayId=0 }
1647345695324	PolyGesture	InputEvent	TouchEvent (cursorPosition=211): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=311.0, y[0]=257.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427363540, downTime=427363450, deviceId=6, source=0x1002, displayId=0 }
1647345695332	PolyGesture	InputEvent	SelectionChanged 222 222

1647345695356	PolyGesture	InputEvent	BeginBatchEdit

1647345695390	PolyGesture	InputEvent	BeginBatchEdit

1647345695582	PolyGesture	InputEvent	BeginBatchEdit

1647345697039	PolyGesture	InputEvent	BeginBatchEdit

1647345697054	PolyGesture	InputEvent	SelectionChanged 0 0

1647345697057	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He  heard one  whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 507 507

1647345697066	PolyGesture	InputEvent	SelectionChanged 223 223

1647345697067	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He  heard one  whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 222 0 1

1647345697071	PolyGesture	InputEvent	SelectionChanged 223 223

1647345697084	PolyGesture	InputEvent	BeginBatchEdit

1647345697089	PolyGesture	InputEvent	BeginBatchEdit

1647345697089	PolyGesture	InputEvent	BeginBatchEdit

1647345697097	PolyGesture	InputEvent	BeginBatchEdit

1647345697100	PolyGesture	InputEvent	BeginBatchEdit

1647345697102	PolyGesture	InputEvent	BeginBatchEdit

1647345697106	PolyGesture	InputEvent	BeginBatchEdit

1647345697306	PolyGesture	InputEvent	BeginBatchEdit

1647345700493	PolyGesture	InputEvent	BeginBatchEdit
