1643970999411	PolyGesture	ExperimentStarted	Francesca
1643971061663	PolyGesture	InputEvent	BeginBatchEdit

1643971061869	PolyGesture	InputEvent	BeginBatchEdit

1643971061870	PolyGesture	InputEvent	BeginBatchEdit

1643971061895	PolyGesture	InputEvent	BeginBatchEdit

1643971062413	PolyGesture	InputEvent	SelectionChanged 87 87

1643971062440	PolyGesture	InputEvent	BeginBatchEdit

1643971062450	PolyGesture	InputEvent	BeginBatchEdit

1643971062654	PolyGesture	InputEvent	BeginBatchEdit

1643971062656	PolyGesture	InputEvent	BeginBatchEdit

1643971063139	PolyGesture	InputEvent	SelectionChanged 87 86

1643971063158	PolyGesture	InputEvent	BeginBatchEdit

1643971063161	PolyGesture	InputEvent	BeginBatchEdit

1643971063365	PolyGesture	InputEvent	BeginBatchEdit

1643971063367	PolyGesture	InputEvent	BeginBatchEdit

1643971063395	PolyGesture	InputEvent	BeginBatchEdit

1643971063410	PolyGesture	InputEvent	SelectionChanged 87 85

1643971063432	PolyGesture	InputEvent	BeginBatchEdit

1643971063436	PolyGesture	InputEvent	BeginBatchEdit

1643971063637	PolyGesture	InputEvent	BeginBatchEdit

1643971063682	PolyGesture	InputEvent	SelectionChanged 87 84

1643971063698	PolyGesture	InputEvent	BeginBatchEdit

1643971063701	PolyGesture	InputEvent	BeginBatchEdit

1643971063904	PolyGesture	InputEvent	BeginBatchEdit

1643971065231	PolyGesture	InputEvent	BeginBatchEdit

1643971065237	PolyGesture	InputEvent	SelectionChanged 0 0

1643971065243	PolyGesture	InputEvent	BeginBatchEdit

1643971065247	PolyGesture	InputEvent	SelectionChanged 0 0

1643971065249	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 510 510

1643971065254	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 510

1643971065259	PolyGesture	InputEvent	SelectionChanged 84 84

1643971065287	PolyGesture	InputEvent	BeginBatchEdit

1643971065288	PolyGesture	InputEvent	BeginBatchEdit

1643971065289	PolyGesture	InputEvent	BeginBatchEdit

1643971065307	PolyGesture	InputEvent	BeginBatchEdit

1643971065309	PolyGesture	InputEvent	BeginBatchEdit

1643971065310	PolyGesture	InputEvent	BeginBatchEdit

1643971065310	PolyGesture	InputEvent	BeginBatchEdit

1643971065346	PolyGesture	InputEvent	BeginBatchEdit

1643971065348	PolyGesture	InputEvent	BeginBatchEdit

1643971065349	PolyGesture	InputEvent	BeginBatchEdit

1643971065351	PolyGesture	InputEvent	BeginBatchEdit

1643971065354	PolyGesture	InputEvent	BeginBatchEdit

1643971065355	PolyGesture	InputEvent	BeginBatchEdit

1643971065356	PolyGesture	InputEvent	BeginBatchEdit

1643971065356	PolyGesture	InputEvent	BeginBatchEdit

1643971065379	PolyGesture	InputEvent	BeginBatchEdit

1643971065380	PolyGesture	InputEvent	BeginBatchEdit

1643971065380	PolyGesture	InputEvent	BeginBatchEdit

1643971065381	PolyGesture	InputEvent	BeginBatchEdit

1643971065581	PolyGesture	InputEvent	BeginBatchEdit

1643971065909	PolyGesture	InputEvent	TouchEvent (cursorPosition=84): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=252.0, y[0]=191.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82269681, downTime=82269681, deviceId=6, source=0x1002, displayId=0 }
1643971065963	PolyGesture	InputEvent	TouchEvent (cursorPosition=84): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=252.0, y[0]=191.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82269743, downTime=82269681, deviceId=6, source=0x1002, displayId=0 }
1643971065974	PolyGesture	InputEvent	SelectionChanged 79 79

1643971066002	PolyGesture	InputEvent	BeginBatchEdit

1643971066024	PolyGesture	InputEvent	BeginBatchEdit

1643971066231	PolyGesture	InputEvent	BeginBatchEdit

1643971066232	PolyGesture	InputEvent	BeginBatchEdit

1643971066262	PolyGesture	InputEvent	BeginBatchEdit

1643971066591	PolyGesture	InputEvent	SelectionChanged 78 78

1643971066616	PolyGesture	InputEvent	BeginBatchEdit

1643971066622	PolyGesture	InputEvent	BeginBatchEdit

1643971066824	PolyGesture	InputEvent	BeginBatchEdit

1643971066824	PolyGesture	InputEvent	BeginBatchEdit

1643971066851	PolyGesture	InputEvent	BeginBatchEdit

1643971067708	PolyGesture	InputEvent	BeginBatchEdit

1643971067725	PolyGesture	InputEvent	SelectionChanged 0 0

1643971067729	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not  even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 511 511

1643971067733	PolyGesture	InputEvent	SelectionChanged 79 79

1643971067734	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not  even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 75 3 4

1643971067737	PolyGesture	InputEvent	SelectionChanged 79 79

1643971067752	PolyGesture	InputEvent	BeginBatchEdit

1643971067756	PolyGesture	InputEvent	BeginBatchEdit

1643971067756	PolyGesture	InputEvent	BeginBatchEdit

1643971067762	PolyGesture	InputEvent	BeginBatchEdit

1643971067765	PolyGesture	InputEvent	BeginBatchEdit

1643971067765	PolyGesture	InputEvent	BeginBatchEdit

1643971067768	PolyGesture	InputEvent	BeginBatchEdit

1643971067970	PolyGesture	InputEvent	BeginBatchEdit

1643971068130	PolyGesture	InputEvent	BeginBatchEdit

1643971068136	PolyGesture	InputEvent	SelectionChanged 0 0

1643971068139	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 514 514

1643971068144	PolyGesture	InputEvent	SelectionChanged 82 82

1643971068145	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 79 0 3

1643971068150	PolyGesture	InputEvent	SelectionChanged 82 82

1643971068169	PolyGesture	InputEvent	BeginBatchEdit

1643971068173	PolyGesture	InputEvent	BeginBatchEdit

1643971068174	PolyGesture	InputEvent	BeginBatchEdit

1643971068175	PolyGesture	InputEvent	BeginBatchEdit

1643971068176	PolyGesture	InputEvent	BeginBatchEdit

1643971068176	PolyGesture	InputEvent	BeginBatchEdit

1643971068177	PolyGesture	InputEvent	BeginBatchEdit

1643971068202	PolyGesture	InputEvent	BeginBatchEdit

1643971068204	PolyGesture	InputEvent	BeginBatchEdit

1643971068205	PolyGesture	InputEvent	BeginBatchEdit

1643971068207	PolyGesture	InputEvent	BeginBatchEdit

1643971068208	PolyGesture	InputEvent	BeginBatchEdit

1643971068209	PolyGesture	InputEvent	BeginBatchEdit

1643971068210	PolyGesture	InputEvent	BeginBatchEdit

1643971068210	PolyGesture	InputEvent	BeginBatchEdit

1643971068211	PolyGesture	InputEvent	BeginBatchEdit

1643971068248	PolyGesture	InputEvent	BeginBatchEdit

1643971068249	PolyGesture	InputEvent	BeginBatchEdit

1643971068289	PolyGesture	InputEvent	BeginBatchEdit

1643971068290	PolyGesture	InputEvent	BeginBatchEdit

1643971068455	PolyGesture	InputEvent	BeginBatchEdit

1643971068456	PolyGesture	InputEvent	BeginBatchEdit

1643971069257	PolyGesture	InputEvent	TouchEvent (cursorPosition=82): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=516.0, y[0]=550.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82273029, downTime=82273029, deviceId=6, source=0x1002, displayId=0 }
1643971069294	PolyGesture	InputEvent	TouchEvent (cursorPosition=82): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=516.0, y[0]=550.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82273074, downTime=82273029, deviceId=6, source=0x1002, displayId=0 }
1643971069305	PolyGesture	InputEvent	SelectionChanged 250 250

1643971069340	PolyGesture	InputEvent	BeginBatchEdit

1643971069367	PolyGesture	InputEvent	BeginBatchEdit

1643971069573	PolyGesture	InputEvent	BeginBatchEdit

1643971069574	PolyGesture	InputEvent	BeginBatchEdit

1643971069605	PolyGesture	InputEvent	BeginBatchEdit

1643971069993	PolyGesture	InputEvent	SelectionChanged 251 251

1643971070009	PolyGesture	InputEvent	BeginBatchEdit

1643971070019	PolyGesture	InputEvent	BeginBatchEdit

1643971070222	PolyGesture	InputEvent	BeginBatchEdit

1643971070224	PolyGesture	InputEvent	BeginBatchEdit

1643971071030	PolyGesture	InputEvent	TouchEvent (cursorPosition=251): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=368.0, y[0]=559.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82274802, downTime=82274802, deviceId=6, source=0x1002, displayId=0 }
1643971071066	PolyGesture	InputEvent	TouchEvent (cursorPosition=251): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=368.0, y[0]=559.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82274847, downTime=82274802, deviceId=6, source=0x1002, displayId=0 }
1643971071090	PolyGesture	InputEvent	SelectionChanged 245 245

1643971071093	PolyGesture	InputEvent	SelectionChanged 251 245

1643971071112	PolyGesture	InputEvent	BeginBatchEdit

1643971071114	PolyGesture	InputEvent	BeginBatchEdit

1643971071115	PolyGesture	InputEvent	BeginBatchEdit

1643971071117	PolyGesture	InputEvent	BeginBatchEdit

1643971071320	PolyGesture	InputEvent	BeginBatchEdit

1643971071323	PolyGesture	InputEvent	BeginBatchEdit

1643971071357	PolyGesture	InputEvent	BeginBatchEdit

1643971071619	PolyGesture	InputEvent	SelectionChanged 251 244

1643971071634	PolyGesture	InputEvent	BeginBatchEdit

1643971071637	PolyGesture	InputEvent	BeginBatchEdit

1643971071840	PolyGesture	InputEvent	BeginBatchEdit

1643971072734	PolyGesture	InputEvent	BeginBatchEdit

1643971072738	PolyGesture	InputEvent	SelectionChanged 0 0

1643971072743	PolyGesture	InputEvent	BeginBatchEdit

1643971072747	PolyGesture	InputEvent	SelectionChanged 0 0

1643971072750	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 507 507

1643971072759	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 514 507

1643971072764	PolyGesture	InputEvent	SelectionChanged 244 244

1643971072794	PolyGesture	InputEvent	BeginBatchEdit

1643971072796	PolyGesture	InputEvent	BeginBatchEdit

1643971072797	PolyGesture	InputEvent	BeginBatchEdit

1643971072799	PolyGesture	InputEvent	BeginBatchEdit

1643971072817	PolyGesture	InputEvent	BeginBatchEdit

1643971072817	PolyGesture	InputEvent	BeginBatchEdit

1643971072818	PolyGesture	InputEvent	BeginBatchEdit

1643971072818	PolyGesture	InputEvent	BeginBatchEdit

1643971072859	PolyGesture	InputEvent	BeginBatchEdit

1643971072860	PolyGesture	InputEvent	BeginBatchEdit

1643971072863	PolyGesture	InputEvent	BeginBatchEdit

1643971072863	PolyGesture	InputEvent	BeginBatchEdit

1643971072864	PolyGesture	InputEvent	BeginBatchEdit

1643971072895	PolyGesture	InputEvent	BeginBatchEdit

1643971072896	PolyGesture	InputEvent	BeginBatchEdit

1643971072898	PolyGesture	InputEvent	BeginBatchEdit

1643971072899	PolyGesture	InputEvent	BeginBatchEdit

1643971072899	PolyGesture	InputEvent	BeginBatchEdit

1643971072899	PolyGesture	InputEvent	BeginBatchEdit

1643971073100	PolyGesture	InputEvent	BeginBatchEdit

1643971073386	PolyGesture	InputEvent	TouchEvent (cursorPosition=244): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=447.0, y[0]=427.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82277154, downTime=82277154, deviceId=6, source=0x1002, displayId=0 }
1643971073429	PolyGesture	InputEvent	TouchEvent (cursorPosition=244): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=447.0, y[0]=427.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82277209, downTime=82277154, deviceId=6, source=0x1002, displayId=0 }
1643971073439	PolyGesture	InputEvent	SelectionChanged 183 183

1643971073468	PolyGesture	InputEvent	BeginBatchEdit

1643971073498	PolyGesture	InputEvent	BeginBatchEdit

1643971073693	PolyGesture	InputEvent	BeginBatchEdit

1643971073693	PolyGesture	InputEvent	BeginBatchEdit

1643971073724	PolyGesture	InputEvent	BeginBatchEdit

1643971074170	PolyGesture	InputEvent	SelectionChanged 182 182

1643971074188	PolyGesture	InputEvent	BeginBatchEdit

1643971074195	PolyGesture	InputEvent	BeginBatchEdit

1643971074400	PolyGesture	InputEvent	BeginBatchEdit

1643971074400	PolyGesture	InputEvent	BeginBatchEdit

1643971074424	PolyGesture	InputEvent	BeginBatchEdit

1643971074757	PolyGesture	InputEvent	BeginBatchEdit

1643971074774	PolyGesture	InputEvent	SelectionChanged 0 0

1643971074776	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men inv dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 508 508

1643971074780	PolyGesture	InputEvent	SelectionChanged 183 183

1643971074780	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men inv dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 180 2 3

1643971074784	PolyGesture	InputEvent	SelectionChanged 183 183

1643971074802	PolyGesture	InputEvent	BeginBatchEdit

1643971074804	PolyGesture	InputEvent	BeginBatchEdit

1643971074804	PolyGesture	InputEvent	BeginBatchEdit

1643971074805	PolyGesture	InputEvent	BeginBatchEdit
