1647340305115	PolyGesture	ExperimentStarted	Silvia
1647340423902	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=422413098, downTime=422413098, deviceId=-1, source=0x101, displayId=0 }

1647340423904	PolyGesture	InputEvent	BeginBatchEdit

1647340423950	PolyGesture	InputEvent	WindowFocusChanged false

1647340423979	PolyGesture	InputEvent	BeginBatchEdit

1647340423979	PolyGesture	InputEvent	BeginBatchEdit

1647340426677	PolyGesture	InputEvent	SelectionChanged 0 0

1647340426678	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647340426764	PolyGesture	InputEvent	SelectionChanged 0 0

1647340426764	PolyGesture	InputEvent	SelectionChanged 0 0

1647340426765	PolyGesture	TaskStarted	Sposta parola (taglia - incolla)

1647340426765	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647340426768	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1647340426771	PolyGesture	InputEvent	SelectionChanged 513 513

1647340426784	PolyGesture	InputEvent	FocusChanged true 130 null

1647340426807	PolyGesture	InputEvent	WindowFocusChanged true

1647340439910	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=513.0, y[0]=92.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422429100, downTime=422429100, deviceId=6, source=0x1002, displayId=0 }
1647340439981	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=513.0, y[0]=92.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422429181, downTime=422429100, deviceId=6, source=0x1002, displayId=0 }
1647340439990	PolyGesture	InputEvent	SelectionChanged 86 86

1647340440016	PolyGesture	InputEvent	BeginBatchEdit

1647340440029	PolyGesture	InputEvent	BeginBatchEdit

1647340440029	PolyGesture	InputEvent	BeginBatchEdit

1647340440041	PolyGesture	InputEvent	BeginBatchEdit

1647340440250	PolyGesture	InputEvent	BeginBatchEdit

1647340440571	PolyGesture	InputEvent	TouchEvent (cursorPosition=86): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=525.0, y[0]=70.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422429761, downTime=422429761, deviceId=6, source=0x1002, displayId=0 }
1647340440664	PolyGesture	InputEvent	TouchEvent (cursorPosition=86): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=525.0, y[0]=70.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422429864, downTime=422429761, deviceId=6, source=0x1002, displayId=0 }
1647340440682	PolyGesture	InputEvent	SelectionChanged 87 87

1647340440706	PolyGesture	InputEvent	BeginBatchEdit

1647340440746	PolyGesture	InputEvent	BeginBatchEdit

1647340440951	PolyGesture	InputEvent	BeginBatchEdit

1647340442179	PolyGesture	InputEvent	TouchEvent (cursorPosition=87): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=478.0, y[0]=77.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422431370, downTime=422431370, deviceId=6, source=0x1002, displayId=0 }
1647340442257	PolyGesture	InputEvent	TouchEvent (cursorPosition=87): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=478.0, y[0]=77.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422431458, downTime=422431370, deviceId=6, source=0x1002, displayId=0 }
1647340442274	PolyGesture	InputEvent	SelectionChanged 84 84

1647340442276	PolyGesture	InputEvent	SelectionChanged 87 84

1647340442290	PolyGesture	InputEvent	BeginBatchEdit

1647340442293	PolyGesture	InputEvent	BeginBatchEdit

1647340442294	PolyGesture	InputEvent	BeginBatchEdit

1647340442296	PolyGesture	InputEvent	BeginBatchEdit

1647340442498	PolyGesture	InputEvent	BeginBatchEdit

1647340442945	PolyGesture	InputEvent	TouchEvent (cursorPosition=87): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=467.0, y[0]=77.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422432128, downTime=422432128, deviceId=6, source=0x1002, displayId=0 }
1647340443040	PolyGesture	InputEvent	TouchEvent (cursorPosition=87): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=467.0, y[0]=77.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422432241, downTime=422432128, deviceId=6, source=0x1002, displayId=0 }
1647340443049	PolyGesture	InputEvent	SelectionChanged 83 83

1647340443050	PolyGesture	InputEvent	SelectionChanged 87 83

1647340443067	PolyGesture	InputEvent	BeginBatchEdit

1647340443070	PolyGesture	InputEvent	BeginBatchEdit

1647340443071	PolyGesture	InputEvent	BeginBatchEdit

1647340443074	PolyGesture	InputEvent	BeginBatchEdit

1647340443277	PolyGesture	InputEvent	BeginBatchEdit

1647340444148	PolyGesture	InputEvent	BeginBatchEdit

1647340444154	PolyGesture	InputEvent	SelectionChanged 0 0

1647340444157	PolyGesture	InputEvent	BeginBatchEdit

1647340444161	PolyGesture	InputEvent	SelectionChanged 0 0

1647340444163	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 509 509

1647340444169	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 509

1647340444173	PolyGesture	InputEvent	SelectionChanged 83 83

1647340444206	PolyGesture	InputEvent	BeginBatchEdit

1647340444213	PolyGesture	InputEvent	BeginBatchEdit

1647340444216	PolyGesture	InputEvent	BeginBatchEdit

1647340444218	PolyGesture	InputEvent	BeginBatchEdit

1647340444228	PolyGesture	InputEvent	BeginBatchEdit

1647340444230	PolyGesture	InputEvent	BeginBatchEdit

1647340444432	PolyGesture	InputEvent	BeginBatchEdit

1647340445160	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=385.0, y[0]=64.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422434350, downTime=422434350, deviceId=6, source=0x1002, displayId=0 }
1647340445169	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=385.0, y[0]=64.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422434369, downTime=422434350, deviceId=6, source=0x1002, displayId=0 }
1647340445177	PolyGesture	InputEvent	SelectionChanged 79 79

1647340445200	PolyGesture	InputEvent	BeginBatchEdit

1647340445231	PolyGesture	InputEvent	BeginBatchEdit

1647340445431	PolyGesture	InputEvent	BeginBatchEdit

1647340445891	PolyGesture	InputEvent	TouchEvent (cursorPosition=79): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=363.0, y[0]=63.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422435082, downTime=422435082, deviceId=6, source=0x1002, displayId=0 }
1647340445992	PolyGesture	InputEvent	TouchEvent (cursorPosition=79): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=363.0, y[0]=63.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422435192, downTime=422435082, deviceId=6, source=0x1002, displayId=0 }
1647340446010	PolyGesture	InputEvent	SelectionChanged 77 77

1647340446040	PolyGesture	InputEvent	BeginBatchEdit

1647340446076	PolyGesture	InputEvent	BeginBatchEdit

1647340446277	PolyGesture	InputEvent	BeginBatchEdit

1647340446616	PolyGesture	InputEvent	TouchEvent (cursorPosition=77): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=373.0, y[0]=82.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422435800, downTime=422435800, deviceId=6, source=0x1002, displayId=0 }
1647340446689	PolyGesture	InputEvent	TouchEvent (cursorPosition=77): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=373.0, y[0]=82.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422435889, downTime=422435800, deviceId=6, source=0x1002, displayId=0 }
1647340446707	PolyGesture	InputEvent	SelectionChanged 78 78

1647340446728	PolyGesture	InputEvent	BeginBatchEdit

1647340446767	PolyGesture	InputEvent	BeginBatchEdit

1647340446968	PolyGesture	InputEvent	BeginBatchEdit

1647340447978	PolyGesture	InputEvent	BeginBatchEdit

1647340447988	PolyGesture	InputEvent	SelectionChanged 0 0

1647340447990	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did notlittle even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 515 515

1647340447999	PolyGesture	InputEvent	SelectionChanged 84 84

1647340448000	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did notlittle even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 78 0 6

1647340448003	PolyGesture	InputEvent	SelectionChanged 84 84

1647340448020	PolyGesture	InputEvent	BeginBatchEdit

1647340448024	PolyGesture	InputEvent	BeginBatchEdit

1647340448027	PolyGesture	InputEvent	BeginBatchEdit

1647340448027	PolyGesture	InputEvent	BeginBatchEdit

1647340448034	PolyGesture	InputEvent	BeginBatchEdit

1647340448036	PolyGesture	InputEvent	BeginBatchEdit

1647340448037	PolyGesture	InputEvent	BeginBatchEdit

1647340448039	PolyGesture	InputEvent	BeginBatchEdit

1647340448239	PolyGesture	InputEvent	BeginBatchEdit

1647340466510	PolyGesture	InputEvent	TouchEvent (cursorPosition=84): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=554.0, y[0]=217.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422455702, downTime=422455702, deviceId=6, source=0x1002, displayId=0 }
1647340466549	PolyGesture	InputEvent	TouchEvent (cursorPosition=84): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=554.0, y[0]=217.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422455749, downTime=422455702, deviceId=6, source=0x1002, displayId=0 }
1647340466556	PolyGesture	InputEvent	SelectionChanged 254 254

1647340466575	PolyGesture	InputEvent	BeginBatchEdit

1647340466605	PolyGesture	InputEvent	BeginBatchEdit

1647340466817	PolyGesture	InputEvent	BeginBatchEdit

1647340467236	PolyGesture	InputEvent	TouchEvent (cursorPosition=254): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=529.0, y[0]=209.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422456427, downTime=422456427, deviceId=6, source=0x1002, displayId=0 }
1647340467281	PolyGesture	InputEvent	TouchEvent (cursorPosition=254): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=529.0, y[0]=209.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422456481, downTime=422456427, deviceId=6, source=0x1002, displayId=0 }
1647340467299	PolyGesture	InputEvent	SelectionChanged 252 252

1647340467327	PolyGesture	InputEvent	BeginBatchEdit

1647340467361	PolyGesture	InputEvent	BeginBatchEdit

1647340467552	PolyGesture	InputEvent	BeginBatchEdit

1647340472320	PolyGesture	InputEvent	TouchEvent (cursorPosition=252): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=541.0, y[0]=215.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422461510, downTime=422461510, deviceId=6, source=0x1002, displayId=0 }
1647340472350	PolyGesture	InputEvent	TouchEvent (cursorPosition=252): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=541.0, y[0]=215.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422461551, downTime=422461510, deviceId=6, source=0x1002, displayId=0 }
1647340472359	PolyGesture	InputEvent	SelectionChanged 253 253

1647340472386	PolyGesture	InputEvent	BeginBatchEdit

1647340472421	PolyGesture	InputEvent	BeginBatchEdit

1647340472629	PolyGesture	InputEvent	BeginBatchEdit

1647340473035	PolyGesture	InputEvent	BeginBatchEdit

1647340473044	PolyGesture	InputEvent	SelectionChanged 0 0

1647340473047	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did notlittle even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening  putThat is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 519 519

1647340473057	PolyGesture	InputEvent	SelectionChanged 257 257

1647340473058	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did notlittle even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening  putThat is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 253 0 4
